content,brand,model,score,sentiment_original,score_dict,sentiment_dict
rewelacyjna jakość apple przystało,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.5,P
posiada czego oczekiwałam,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
najlepszy telefon jaki pory miałam,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.6,P
jakość wykonania super system super aparat,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.3333333333333335,P
zawsze wybieram iphoney świetne telefony,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.8,P
telefon wciąż gdzieś mojej wishliście,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
super telefon dlaczego taki drogi,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.6,P
wygląd jakoś zawsze iphonach super,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.6,P
lekki poręczny soft działa zarzutu,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.8,P
zmieniłam x różnica kolosalna 👍,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
powinien mieć telefon super,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.0,P
świetny telefon córka zadowolona,Apple,iPhone12‌Pro256GB(niebieski),100,P,4.0,P
dopiero początek uzytkowania,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
bateria dalej słaba dużo lepiej,Apple,iPhone12‌Pro256GB(niebieski),100,P,-0.8,N
super sprzęt mały poręczny wydajny,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.4,P
telefon cudo zdjęcia robi przepiękne,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.0,P
wzorowe wykonanie idealnie leży dłoni,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.4,P
produkt pełni spełnia moje oczekiwania,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.0,P
piękny wizualnie godny swojej ceny,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.2,P
świetny telefon cena nieco zawyżona,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.8,P
tutaj pisać pierwsza liga prostu,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
daje radę kilka,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
polecam świetne zdjęcia trybie nocnym,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.8,P
super telefon ostrzegam ciężki 😜,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.0,P
idealny następca 5 se chodzi wymiary,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.6666666666666667,P
fajny szybki malutki smartfon,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.5,P
mój pierwszy iphone pełne zadowolenie,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.4,P
pierwszy taki telefon zadowolony 100,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.4,P
jakość wykonania 5 design 5 aparat 5,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.5714285714285714,P
telefon spełnił oczekiwania mojej córki,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
najwyższy poziom wykonania materiałów,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
najlepszy telefon jaki dotychczas miałem,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.6,P
właściwa wielkość trochę słaba bateria,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.2,P
telefon sam lubię małe telefony,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.0,P
wydajny telefon dobrą cenę polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.0,P
doskonały telefon mniejszych dłoni,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.5,P
produkt spełnia moje oczekiwania 100,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.0,P
genialnu produkt fantastycznej cenie,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.0,P
mam dopiero 1 dzień świetny,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.8,P
prostu piękny najlepszy,Apple,iPhone12‌Pro256GB(niebieski),100,P,4.666666666666667,P
jeden lepszych telefonów jaki miałem,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.2,P
solidny brak adaptera ładowania,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
dzięki jestem szczęśliwy zadowolony,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.5,P
telefon super jestem zadowolona,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.75,P
zgrabny śliczny intuicyjna obsługa,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.0,P
telefonu jubilatka zadowolona,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.3333333333333335,P
super idealne polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,7.666666666666667,P
jestem zadowolona telefonu polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.0,P
najlepszy telefon jaki miałem polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.6,P
super sprzęt córka szaleje radości,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.6,P
super telefon zawsze apple,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.0,P
produkt najwyższej dostepnej klasie,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.5,P
funkcjonalny zgrabny smartfon,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.3333333333333335,P
super szybka dostawa polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.25,P
lekki porównaniu innymi modelami,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
produkt najlepszy swojej kategorii,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.0,P
najładniejszy najlepszy iphone ever,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.0,P
telefon spełnił oczekiwania polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.25,P
fantastyczny łatwy obsłudze,Apple,iPhone12‌Pro256GB(niebieski),100,P,4.333333333333333,P
najlepszy jaki miałam uwielbiam gooo,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.2,P
wygląd funkcjonalnośc dobra,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.3333333333333335,P
świetny telefon taką cenę polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.8,P
zgrabny elegancki super wykonanie,Apple,iPhone12‌Pro256GB(niebieski),100,P,4.5,P
telefon super przesyłka zarzutu,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.75,P
czytelny wydajna bateria,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.6666666666666665,P
jestem zadowolony telefonu,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.3333333333333335,P
dużo pisać klasa sama,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.5,P
przepięknyprawdziwie kobiecy,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
zarzutu zna iphona,Apple,iPhone12‌Pro256GB(niebieski),100,P,-1.6666666666666667,N
jeden najbardziej udanych modeli,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.5,P
super smartfon serdecznie polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,4.75,P
najlepszym porządku,Apple,iPhone12‌Pro256GB(niebieski),100,P,5.5,P
najlepszy stosunek ceny jakości,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.0,P
powinno zarzutów,Apple,iPhone12‌Pro256GB(niebieski),100,P,-2.5,N
dodać ująć majstersztyk,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.3333333333333333,P
iphone zawsze numerem jeden,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
fajny poręczny telefon,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.3333333333333335,P
robi najlepsze zdjęcia świecie,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.0,P
polecam produkt zgodny opisem,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.5,P
brak ładowarki powinien karany,Apple,iPhone12‌Pro256GB(niebieski),100,P,-1.25,N
mam złoty biały czarny cudo,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.4,P
spełnia moje wszystkie oczekiwania,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.25,P
polecam każdemu miłośnikowi iphone,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.25,P
robi czego został stworzony,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
produkt spełnił moje oczekiwania,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
rewelacja przesiadka 7 12 👍,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.0,P
super telefon polecam wszystkim,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.25,P
iphone więcej mówić,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
najlepsza forma super wydajność,Apple,iPhone12‌Pro256GB(niebieski),100,P,5.25,P
super telefon znakomity aparat,Apple,iPhone12‌Pro256GB(niebieski),100,P,4.25,P
wiem prezent,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
dobry elegancki telefon,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.3333333333333335,P
vaillant mag mini 1141 10022615,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
każdy iphone znakomity,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.0,P
telefon super córka zachwycona,Apple,iPhone12‌Pro256GB(niebieski),100,P,4.5,P
mega zadowolona jestem zakupu,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.75,P
jakości wykonania dobra,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.0,P
super sprawnie szybko,Apple,iPhone12‌Pro256GB(niebieski),100,P,4.0,P
zgodnie oczekiwaniami,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.5,P
dobry spełnia oczekiwania,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.3333333333333335,P
super bateria mogła trzymać trochę dłużej,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.3333333333333333,P
produkt zgodny specyfikacją,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.6666666666666667,P
zgodnie zamówieniem polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.3333333333333335,P
iphone złe,Apple,iPhone12‌Pro256GB(niebieski),100,P,-2.5,N
dokładnie czego oczekiwałam,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.6666666666666667,P
spełnił wszystkie oczekiwania,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
zgodny opisem oczekiwaniami,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.6666666666666667,P
narazie telefon super,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.6666666666666665,P
super córka zadowolona,Apple,iPhone12‌Pro256GB(niebieski),100,P,5.0,P
zgodne oczekiwaniami,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.5,P
świetny wygląd funkcje aparat,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.25,P
zakochałam sie telefonie,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.0,P
mały intuicyjny nowoczesny,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.0,P
fajny telefon polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.6666666666666665,P
spełnia wszystkie oczekiwania,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.6666666666666667,P
działa zarzutów,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
idealny zamiennik iphone 6s,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.5,P
super idealnie pasuje ręki,Apple,iPhone12‌Pro256GB(niebieski),100,P,4.5,P
ładny dobry telefon,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.3333333333333335,P
super oprócz ceny,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.6666666666666665,P
odpukac sprawuje bdobrze,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
jestem zadowolony produktu,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.3333333333333335,P
dobrze sprawuje polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.3333333333333335,P
dobrej jakości telefon,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.0,P
smartfon super zakup udany,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.5,P
transakcja przebiegła wzorowo,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.3333333333333335,P
rewelacja najlepszy rynku,Apple,iPhone12‌Pro256GB(niebieski),100,P,6.0,P
lepszego iphona miałem 🙂,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.5,P
duży spełnia oczekiwania 😜,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.25,P
produkt zgodny opisem,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.6666666666666667,P
produkt najwyższej jakości,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.3333333333333333,P
sprawnie szybko,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.0,P
kolor obłędnya reszta super,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.0,P
najlepszy iphone pory,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.6666666666666665,P
kup przekonasz,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
najlepszy najmniejszych,Apple,iPhone12‌Pro256GB(niebieski),100,P,4.0,P
zgrabny efektowny,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.5,P
wykonanie super same zalety,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.25,P
dobrze sprawuje,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.5,P
zawsze ip innego,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
najwyższa jakość wykonania,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.3333333333333333,P
oczekiwałem,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
jakość sama polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.0,P
super jestem b zadowolony,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.75,P
rewelacyjny telefonpolecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,5.0,P
dokładnie taki,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.5,P
świetny wygląd powrócił,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.0,P
czekałem małego iphonea,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
produkt nowy dobrej marki,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.25,P
rewelacja super rakieta,Apple,iPhone12‌Pro256GB(niebieski),100,P,6.0,P
zgodnie oczekiwaniami,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.5,P
szybki łatwy obsłudze,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.6666666666666667,P
polecam mały świetny,Apple,iPhone12‌Pro256GB(niebieski),100,P,4.666666666666667,P
zgodnie ofertą,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.5,P
polecam świetny telefon,Apple,iPhone12‌Pro256GB(niebieski),100,P,4.666666666666667,P
właściwy rozmiar poręczny,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.0,P
produkt najwyższej klasy,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.0,P
świetny telefon polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,4.666666666666667,P
miało,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
spełnia moje oczekiwania,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.6666666666666667,P
produkt zgodny opisem,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.6666666666666667,P
zgodnie opisem,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.5,P
